knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K13937	514.13	full	all	1.000000	445	443	2029	933	1.83	0.590	hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]
K13938	214.60	domain	all	0.999216	813	640	346	235	1.95	0.591	dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]
K13939	657.40	full	all	0.980885	80	80	1544	729	1.61	0.591	dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15]
K13940	265.13	domain	trim	0.902361	440	390	2466	502	5.30	0.590	dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]
K13941	580.93	full	all	0.774534	530	396	2171	616	2.89	0.590	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]
K13942	575.00	full	all	1.000000	49	43	417	338	0.59	0.591	5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]
K13943	326.10	domain	all	0.865117	129	125	1410	367	1.71	0.589	cabut
K13944	274.80	full	all	0.923903	302	276	721	300	1.43	0.589	LOB domain-containing protein 16
K13945	261.60	full	all	0.880909	497	453	859	255	1.68	0.590	LOB domain-containing protein 29
K13946	325.10	full	all	1.000000	1012	915	1384	533	1.32	0.590	auxin influx carrier (AUX1 LAX family)
K13947	264.50	full	all	0.999409	1808	1693	3512	586	2.09	0.590	auxin efflux carrier family protein
K13948	466.03	domain	all	0.955399	1141	1101	1949	463	2.68	0.590	prostaglandin reductase 1 [EC:1.3.1.74 1.3.1.48]
K13949	452.23	full	all	0.984603	445	427	1267	561	1.79	0.590	prostaglandin reductase 2 [EC:1.3.1.48]
K13950	526.63	full	all	0.947006	988	948	5929	1007	3.49	0.590	para-aminobenzoate synthetase [EC:2.6.1.85]
K13951	719.43	domain	all	0.870795	723	703	1415	551	1.97	0.590	alcohol dehydrogenase 1/7 [EC:1.1.1.1]
K13952	636.53	domain	all	0.946104	95	88	631	375	0.73	0.589	alcohol dehydrogenase 6 [EC:1.1.1.1]
K13953	335.97	domain	all	0.843739	5197	4377	2916	443	6.19	0.590	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]
K13954	561.57	full	all	0.974256	985	799	803	414	1.18	0.589	alcohol dehydrogenase [EC:1.1.1.1]
K13955	318.73	domain	all	0.994421	401	358	460	332	1.43	0.589	zinc-binding alcohol dehydrogenase/oxidoreductase
K13956	618.83	domain	all	0.925278	669	605	3516	718	7.82	0.590	actin-binding protein IPP
K13957	609.60	full	all	0.990881	501	498	2417	860	1.77	0.590	kelch-like protein 33
K13958	714.43	full	all	0.979506	395	349	2060	742	2.41	0.590	kelch-like protein 36
K13959	593.23	domain	all	0.984429	500	490	1649	686	2.96	0.590	kelch-like protein 38
K13960	215.03	domain	all	0.980604	725	680	1849	390	3.25	0.590	ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]
K13961	1224.67	full	all	0.980483	265	262	1453	793	0.84	0.592	solute carrier family 9 (sodium/hydrogen exchanger), member 4
K13962	706.30	full	all	0.998004	261	253	1200	655	0.76	0.588	solute carrier family 26 (anion exchange transporter), member 7
K13963	579.33	full	all	0.424190	2003	1945	11564	828	4.46	0.590	serpin B
K13964	617.53	domain	all	1.000000	138	125	577	380	0.58	0.593	serpin B7
K13965	699.67	domain	all	0.956489	133	126	536	374	0.58	0.592	serpin B8
K13966	583.53	domain	trim	0.952628	570	548	1037	503	1.48	0.589	serpin B11/12
K13967	336.43	full	trim	0.904419	80	41	660	506	1.27	0.590	N-acetylmannosamine-6-phosphate 2-epimerase / N-acetylmannosamine kinase [EC:5.1.3.9 2.7.1.60]
K13968	-	-	-	-	2	2	446	446	0.39	0.593	cysteine proteinase
K13969	1108.20	full	all	1.000000	3	3	798	687	0.52	0.588	adhesin
K13970	1337.90	full	all	1.000000	9	9	1396	1253	0.69	0.587	galactose-inhibitable lectin heavy subunit
K13971	286.60	full	all	1.000000	15	14	357	266	0.73	0.591	galactose-inhibitable lectin light subunit
K13972	1407.30	full	all	1.000000	5	5	1175	1105	0.53	0.588	galactose-inhibitable lectin intermediate subunit
K13973	74.53	domain	all	0.152934	11	11	183	103	1.24	0.590	pore-forming peptide ameobapore
K13974	-	-	-	-	2	2	134	134	0.40	0.588	calcium-binding protein
K13975	-	-	-	-	2	2	1279	1279	0.38	0.590	phagosome-associated TMK96
K13976	1315.80	full	all	1.000000	3	3	606	602	0.41	0.592	p21-activated kinase
K13977	266.80	full	all	1.000000	3	3	150	145	0.47	0.592	LIM domain-containing protein
K13978	843.23	full	all	1.000000	4	4	682	590	0.53	0.587	actinin-like protein
K13979	520.13	domain	all	0.927017	3514	3048	1119	419	1.65	0.591	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
K13980	662.07	domain	all	0.964394	170	160	662	380	0.65	0.587	alcohol dehydrogenase 4 [EC:1.1.1.1]
K13981	554.30	domain	all	0.868995	154	147	1460	370	1.65	0.589	1,5-anhydro-D-fructose reductase [EC:1.1.1.263]
K13982	746.80	domain	trim	0.921808	694	682	4985	731	3.05	0.590	probable ATP-dependent RNA helicase DDX4 [EC:3.6.4.13]
K13983	926.90	full	all	0.978523	599	597	7315	1379	2.83	0.590	RNA helicase MOV10L1 [EC:3.6.4.13]
K13984	319.43	domain	trim	0.936991	688	659	3158	451	4.43	0.590	thioredoxin domain-containing protein 5 [EC:5.3.4.1]
K13985	109.73	full	all	0.994770	899	856	4406	561	4.15	0.590	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]
K13986	2030.17	full	all	0.941089	382	377	3290	1386	1.11	0.590	mitogen-activated protein kinase kinase kinase 15 [EC:2.7.11.25]
K13987	241.83	full	all	0.976836	467	419	794	303	2.66	0.590	ADP-ribose diphosphatase / 8-oxo-dGDP phosphatase / ADP-D-ribose pyrophosphorylase [EC:3.6.1.13 3.6.1.58 2.7.7.96]
K13988	420.90	full	trim	0.901718	717	691	2199	431	4.13	0.590	ADP-ribose diphosphatase [EC:3.6.1.13]
K13989	209.13	full	all	0.898685	1989	1666	3005	329	6.75	0.590	Derlin-2/3
K13990	480.33	full	all	0.976404	547	542	1882	732	1.67	0.590	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
K13991	263.20	full	all	0.996997	179	169	434	257	1.57	0.590	photosynthetic reaction center H subunit
K13992	79.27	full	all	1.000000	124	119	824	377	2.68	0.590	photosynthetic reaction center cytochrome c subunit
K13993	75.40	domain	all	0.925145	14769	13146	6253	295	42.85	0.590	HSP20 family protein
K13994	50.40	full	all	1.000000	9	6	85	80	1.50	0.709	photosynthetic reaction center PufX protein
K13995	167.37	full	all	0.958600	857	777	671	285	5.02	0.590	maleamate amidohydrolase [EC:3.5.1.107]
K13996	351.70	domain	all	0.894252	157	155	1679	659	3.85	0.590	protein disulfide-isomerase [EC:5.3.4.1]
K13997	603.10	domain	all	0.929897	445	440	1708	567	2.10	0.590	dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex
K13998	639.90	full	all	0.971089	370	356	1522	622	1.64	0.590	dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]
K13999	251.97	full	all	1.000000	398	392	2460	694	3.03	0.590	cytoskeleton-associated protein 4
K14000	278.73	domain	all	0.902526	583	583	9844	1067	6.09	0.590	ribosome-binding protein 1
K14001	150.43	full	all	0.976622	692	678	2283	518	7.98	0.590	nucleotide exchange factor SIL1
K14002	402.13	domain	all	0.978243	171	164	1069	565	1.55	0.590	DnaJ-related protein SCJ1
K14003	120.63	domain	all	0.995872	1153	1091	3841	581	10.72	0.590	prolactin regulatory element-binding protein
K14004	281.13	full	all	0.988076	1342	1141	3050	517	3.02	0.590	protein transport protein SEC13
K14005	201.20	full	all	0.998279	1464	1453	10306	1165	4.38	0.590	protein transport protein SEC31
K14006	355.77	full	all	0.999721	2024	1790	5432	1122	3.02	0.590	protein transport protein SEC23
K14007	195.87	full	all	0.997840	3293	3245	15715	1178	5.89	0.590	protein transport protein SEC24
K14008	276.83	full	all	0.998366	655	613	2212	555	2.26	0.590	endoplasmic reticulum lectin 1
K14009	33.33	full	all	0.978648	1539	1401	1938	272	8.58	0.590	B-cell receptor-associated protein 31
K14010	538.43	domain	all	0.825653	997	882	1337	413	1.93	0.590	translocating chain-associated membrane protein 1
K14011	158.93	full	all	0.997562	847	824	2111	475	4.15	0.590	UBX domain-containing protein 6
K14012	365.73	full	all	0.848442	1366	1271	3545	483	6.52	0.590	UBX domain-containing protein 1
K14013	318.53	domain	all	1.000000	38	38	970	580	2.12	0.590	UBX domain-containing protein 2
K14014	36.53	full	all	0.985666	588	482	629	147	6.42	0.590	small VCP/p97-interacting protein
K14015	52.83	domain	all	0.996616	1105	1032	3957	699	4.44	0.590	nuclear protein localization protein 4
K14016	71.40	full	all	0.997260	1483	1275	3890	417	6.24	0.590	ubiquitin fusion degradation protein 1
K14017	108.17	full	all	1.000000	38	37	375	191	2.62	0.590	HSP70 co-chaperone SNL1
K14018	211.83	domain	all	0.991838	1078	1043	3605	871	5.48	0.590	phospholipase A-2-activating protein
K14019	209.07	domain	all	0.945933	158	158	2667	703	3.42	0.590	protein phosphatase 1 regulatory subunit 15A
K14020	273.67	domain	all	1.000000	726	720	4792	941	3.45	0.590	wolfamin
K14021	134.27	full	all	0.967651	349	306	1754	372	3.18	0.590	Bcl-2 homologous antagonist/killer
K14022	80.80	domain	all	0.948621	162	159	552	212	4.40	0.590	coupling of ubiquitin conjugation to ER degradation protein 1
K14023	498.47	full	trim	0.945507	38	34	1260	797	1.96	0.590	ERAD-associated E3 ubiquitin-protein ligase component HRD3
K14024	225.73	full	trim	0.974359	22	19	1396	834	2.47	0.590	U1 SNP1-associating protein 1
K14025	52.13	full	all	0.996239	581	531	976	254	5.59	0.590	selenoprotein S
K14026	349.67	domain	all	0.961300	1286	1229	9608	832	6.62	0.590	SEL1 protein
K14027	274.13	domain	all	1.000000	396	381	1165	523	1.78	0.590	homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein
K14028	1072.47	full	all	0.994152	97	87	697	623	0.53	0.588	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]
K14029	126.80	full	all	0.983236	100	91	189	101	1.56	0.591	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]
K14030	697.10	full	all	0.978723	75	72	793	460	0.65	0.590	nuclear receptor subfamily 2 group B member 4
K14031	568.37	domain	all	0.556877	91	86	1585	578	1.44	0.589	nuclear receptor subfamily 2 group C
K14032	825.53	full	trim	0.796482	181	160	2107	566	1.19	0.591	nuclear receptor subfamily 2 group F member 3
K14033	492.20	full	all	0.956655	225	214	2983	551	1.66	0.590	nuclear receptor subfamily 1 group F member 4
K14034	628.03	full	all	0.889848	204	198	2783	704	2.12	0.590	ecdysone receptor
K14035	246.07	domain	trim	0.869690	224	219	2918	683	4.93	0.590	nuclear receptor subfamily 1 group I
K14036	-	-	-	-	3	2	830	829	0.39	0.588	ent-cassa-12,15-diene synthase [EC:4.2.3.28]
K14037	1785.40	full	all	1.000000	4	3	816	815	0.42	0.591	ent-sandaracopimaradiene/labdatriene synthase [EC:4.2.3.29 4.2.3.99]
K14038	-	-	-	-	3	2	821	821	0.39	0.588	ent-pimara-8(14),15-diene synthase [EC:4.2.3.30]
K14039	-	-	-	-	1	1	499	499	0.39	0.594	taxadiene 5alpha-hydroxylase [EC:1.14.14.176]
K14040	-	-	-	-	2	2	487	483	0.39	0.585	abieta-7,13-dien-18-ol hydroxylase [EC:1.14.14.145]
K14041	-	-	-	-	1	1	873	873	0.38	0.593	levopimaradiene/copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12]
K14042	-	-	-	-	1	1	867	867	0.38	0.588	isopimara-7,15-diene synthase /copalyl diphosphate synthase [EC:4.2.3.44 5.5.1.12]
K14043	1152.50	full	all	0.972355	53	52	991	767	0.72	0.589	syn-copalyl-diphosphate synthase [EC:5.5.1.14]
K14044	-	-	-	-	2	2	836	822	0.45	0.587	stemar-13-ene synthase [EC:4.2.3.33]
K14045	-	-	-	-	2	2	816	816	0.39	0.585	stemod-13(17)-ene synthase [EC:4.2.3.34]
K14046	1641.33	full	all	0.811111	14	13	878	836	0.51	0.592	syn-pimara-7,15-diene synthase [EC:4.2.3.35]
K14047	-	-	-	-	1	1	719	719	0.39	0.594	fusicocca-2,10(14)-diene synthase [EC:4.2.3.43]
K14048	297.97	domain	all	0.881951	533	467	568	268	1.76	0.591	urease subunit gamma/beta [EC:3.5.1.5]
K14050	153.67	domain	all	0.988864	971	944	3982	779	6.66	0.590	geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]
K14051	608.73	full	all	1.000000	413	300	760	663	0.87	0.590	c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52]
K14052	353.67	full	all	0.999348	949	769	1052	463	1.44	0.590	putrescine importer
K14053	57.57	full	all	1.000000	174	110	440	308	1.99	0.590	outer membrane protein G
K14054	114.67	domain	all	0.987956	653	464	1018	346	7.40	0.590	murein peptide amidase A
K14055	149.03	full	all	0.995456	1722	1320	914	359	8.33	0.590	universal stress protein E
K14056	96.77	full	all	0.978192	330	162	328	186	1.96	0.591	HTH-type transcriptional regulator, repressor for puuD
K14057	293.53	domain	all	0.903842	891	691	654	332	5.51	0.590	LysR family transcriptional regulator, regulator of abg operon
K14058	174.57	full	all	0.999177	3801	3041	1542	397	4.03	0.590	tRNA 2-thiocytidine biosynthesis protein TtcA
K14059	180.83	domain	all	0.951104	1700	1494	3575	474	16.75	0.590	integrase
K14060	129.77	domain	all	0.913423	685	510	578	290	9.67	0.590	putative DNA-invertase from lambdoid prophage Rac
K14061	141.77	domain	all	0.579786	859	589	276	142	3.46	0.590	universal stress protein F
K14062	549.90	full	trim	0.759856	551	346	777	371	2.90	0.590	outer membrane protein N
K14063	149.07	full	all	0.994327	519	442	979	392	6.48	0.590	AraC family transcriptional regulator, positive regulator of tynA and feaB
K14064	175.90	full	all	0.991957	367	189	187	140	1.14	0.590	universal stress protein C
K14065	308.37	full	all	1.000000	85	8	146	142	0.40	0.592	universal stress protein D
K14066	425.47	full	trim	0.978161	293	281	1706	602	2.65	0.590	geranyl diphosphate synthase [EC:2.5.1.1]
K14067	613.10	domain	all	0.973464	166	151	425	392	0.85	0.588	malate-CoA ligase subunit beta [EC:6.2.1.9]
K14068	532.60	full	all	1.000000	65	50	692	594	1.06	0.590	methanophenazine hydrogenase, large subunit [EC:1.12.98.3]
K14069	165.23	full	all	1.000000	63	49	329	257	1.23	0.590	methanophenazine hydrogenase, cytochrome b subunit [EC:1.12.98.3]
K14070	469.10	full	all	1.000000	60	47	509	387	0.79	0.591	methanophenazine hydrogenase [EC:1.12.98.3]
K14071	379.27	domain	all	0.875513	275	268	1940	500	2.68	0.590	leucokinin receptor
K14072	381.80	domain	all	0.814841	381	368	2445	476	4.20	0.590	RYamide receptor
K14073	527.67	domain	all	0.363729	1102	1082	3752	551	5.96	0.590	pancreatic triacylglycerol lipase [EC:3.1.1.3]
K14074	667.47	full	all	0.366977	494	478	3628	566	4.49	0.590	pancreatic lipase-related protein 1 [EC:3.1.1.3]
K14075	641.20	domain	all	0.568854	333	328	2649	568	3.92	0.590	pancreatic lipase-related protein 2 [EC:3.1.1.3]
K14076	710.03	domain	all	0.837025	300	299	1791	577	2.34	0.590	pancreatic lipase-related protein 3 [EC:3.1.1.3]
K14077	475.10	full	all	0.993318	452	450	3762	848	1.60	0.590	two pore calcium channel protein 2
K14078	1097.70	full	all	0.973675	473	466	1665	801	0.84	0.589	solute carrier family 26 (chloride anion exchanger), member 3
K14079	262.13	domain	all	0.987866	667	626	5153	611	3.83	0.590	poly(A) RNA polymerase GLD2 [EC:2.7.7.19]
K14080	380.87	full	trim	0.850643	213	186	704	350	3.72	0.590	[methyl-Co(III) methanol/glycine betaine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246 2.1.1.377]
K14081	301.27	full	all	0.990991	139	113	346	257	1.13	0.589	methanol corrinoid protein
K14082	460.07	full	trim	0.868817	60	51	571	339	2.06	0.590	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]
K14083	90.93	full	all	0.895981	1208	1137	1775	1289	2.53	0.590	trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
K14084	287.90	full	all	0.423319	200	177	384	219	3.39	0.590	trimethylamine corrinoid protein
K14085	790.73	full	all	0.972657	887	846	1727	664	1.56	0.590	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
K14086	489.37	full	all	0.996825	175	159	1229	640	1.76	0.590	ech hydrogenase subunit A
K14087	279.77	full	all	0.960243	175	158	360	283	1.34	0.589	ech hydrogenase subunit B
K14088	228.33	domain	all	0.943037	194	163	330	165	0.78	0.590	ech hydrogenase subunit C
K14089	70.57	full	all	0.976996	142	128	334	150	2.67	0.590	ech hydrogenase subunit D
K14090	455.60	full	all	0.887851	221	204	544	360	1.62	0.591	ech hydrogenase subunit E
K14091	112.10	domain	all	0.952725	163	144	331	152	2.41	0.590	ech hydrogenase subunit F
K14092	73.90	full	all	0.989247	54	49	179	107	1.59	0.590	energy-converting hydrogenase A subunit A
K14093	228.60	full	all	1.000000	70	63	189	162	0.67	0.590	energy-converting hydrogenase A subunit B
K14094	91.17	full	all	1.000000	66	57	131	80	1.41	0.707	energy-converting hydrogenase A subunit C
K14095	62.70	full	all	1.000000	67	56	122	89	1.56	0.641	energy-converting hydrogenase A subunit D
K14096	71.77	full	all	1.000000	70	58	101	86	1.22	0.660	energy-converting hydrogenase A subunit E
K14097	197.47	full	all	1.000000	69	60	243	156	0.77	0.588	energy-converting hydrogenase A subunit F
K14098	220.63	full	all	1.000000	70	62	309	216	0.85	0.590	energy-converting hydrogenase A subunit G
K14099	199.27	full	all	1.000000	71	61	244	222	0.93	0.589	energy-converting hydrogenase A subunit H
K14100	48.07	full	all	0.976190	55	44	118	68	4.10	0.827	energy-converting hydrogenase A subunit I
K14101	356.27	full	all	1.000000	70	62	310	286	0.78	0.589	energy-converting hydrogenase A subunit J
K14102	57.03	full	all	0.963845	52	44	119	85	4.14	0.669	energy-converting hydrogenase A subunit K
K14103	89.50	full	all	0.979167	55	49	156	96	1.64	0.595	energy-converting hydrogenase A subunit L
K14104	58.33	domain	all	1.000000	62	55	215	135	2.52	0.590	energy-converting hydrogenase A subunit M
K14105	236.17	full	all	0.975610	73	64	167	152	0.83	0.592	energy-converting hydrogenase A subunit N
K14106	538.90	full	all	1.000000	70	62	456	376	0.74	0.588	energy-converting hydrogenase A subunit O
K14107	160.43	domain	all	0.957071	71	68	549	382	1.69	0.590	energy-converting hydrogenase A subunit P
K14108	408.17	domain	all	1.000000	31	30	638	451	0.74	0.591	energy-converting hydrogenase A subunit Q
K14109	290.10	full	all	1.000000	44	42	446	345	1.24	0.590	energy-converting hydrogenase A subunit R
K14110	141.20	full	all	1.000000	55	45	124	103	0.76	0.590	energy-converting hydrogenase B subunit A
K14111	94.53	full	all	1.000000	55	45	98	87	1.27	0.653	energy-converting hydrogenase B subunit B
K14112	111.70	full	all	1.000000	53	44	220	172	1.32	0.589	energy-converting hydrogenase B subunit C
K14113	80.27	full	all	0.727750	403	364	160	86	3.94	0.661	energy-converting hydrogenase B subunit D
K14114	129.40	full	trim	0.923249	67	52	171	121	1.22	0.589	energy-converting hydrogenase B subunit E
K14115	628.07	full	all	1.000000	54	49	523	498	0.76	0.591	energy-converting hydrogenase B subunit F
K14116	97.03	full	all	1.000000	55	44	126	112	1.37	0.589	energy-converting hydrogenase B subunit G
K14117	124.57	full	all	0.962848	35	29	183	93	0.95	0.614	energy-converting hydrogenase B subunit H
K14118	169.83	full	all	0.539461	110	101	374	235	2.15	0.590	energy-converting hydrogenase B subunit I
K14119	62.50	full	all	0.988506	56	46	130	84	2.09	0.677	energy-converting hydrogenase B subunit J
K14120	95.13	domain	all	0.972472	62	57	862	442	1.13	0.590	energy-converting hydrogenase B subunit K
K14121	233.00	full	all	1.000000	55	49	262	163	0.66	0.590	energy-converting hydrogenase B subunit L
K14122	269.43	full	all	1.000000	55	46	159	148	0.49	0.587	energy-converting hydrogenase B subunit M
K14123	607.13	full	all	1.000000	55	52	416	371	0.62	0.591	energy-converting hydrogenase B subunit N
K14124	427.90	full	all	1.000000	55	51	348	329	0.73	0.591	energy-converting hydrogenase B subunit O
K14125	113.33	full	all	1.000000	55	48	143	87	0.76	0.656	energy-converting hydrogenase B subunit P
K14126	605.20	full	all	0.838659	206	191	661	470	1.71	0.590	F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]
K14127	189.93	domain	trim	0.795750	544	494	644	265	4.78	0.590	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]
